Tab 4 Code,1,2,2,2,2,5,5,5,5,5,4,9,9,9,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,9,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976.50,1.9110038,4.1608697,4.5698513,3.3995164,4.6881171,0.55569597,4.1308457,8.6055611,3.9732187,11.027781,-6.5935147,11.455783,16.006473,-2.1075393,-1.1378837,-2.8059522,4.9798577,5.253741,3.9881529,3.2020832,3.9965784,2.8588408,9.1244222,4.6771919,8.8440413,1.9708321,5.6057829,2.3718535,54.266667,78.541833,2.2932052,0.89569439,0.76708687,-2.6352003,1.5945351,2.9354492,-0.48408574,2.351761,2.4525516,1.5227755,2.7475084,2.8906501,0.4627879,0.33333333,-0.016333333,2.5743532,2.8296986,1.5917085,39.833333,0.16666667,0.16666667,-0.43333333,11.476956,29.890932,19.524649,78.470522,-25.6212,7.3505162,7.2041493,5.0347858,6.0250605,6.3727508,6.0014149,54.666667,57,53.933333,50.8,2.3671345,33.608376,1.1049883,2.6205027,2.7706747,1.4742545,1.0806154,0.1995599,1.1534257,-0.52905636,-0.76788151,4.0890339,5.2227282,2.587706,10.710634,-1.8366528,2.0826051,1.6415293,-0.19076204,-0.95377353,0.45191244,-1.1434529,5.9215138,-0.32312319,2.2579964,-1.1313648,-1.3163163,0.32409423,-1.3083416,1.1864182,-5.2231724,-1.9860572,1.1021209,-0.53471698,1.6180737,-2.0657715,2.5438472,7.0503207,76.033333,3.1774292,1.0105689,3.8872391,0.10887669,2.3613198,8.1916389,0.086666667,-0.0066666667,-0.11333333,-0.26666667,-0.17333333,-0.043333333,-0.07,-0.27666667,0.26,0.86333333,2.58,0.73333333,1.89,-2.7388173,-3.725704,-1.3462111,-1.8726795,-0.05030412,9.0971979,-0.99812951,-1.8219577,-2.5427432,-11.161586,-9.2002712,-0.64353937,10.46353,9.0417573,-0.026666667,-0.79,0.30322685,4.5
1976.75,2.8537781,5.2282583,6.6261079,3.4435173,6.3400943,2.2276468,20.037578,7.8383466,1.2331623,11.235821,47.969339,4.0508996,13.030877,-0.30198557,1.0185579,-1.2706001,7.1505258,9.5867528,10.112524,9.7628042,16.669523,6.8294106,13.422818,4.4764144,2.238822,4.2591152,6.1071928,5.2864616,56.7,79.207733,2.5524683,2.0320682,7.6784565,4.3097568,1.2408507,0.99440698,1.6242107,2.5609566,1.8971978,2.162012,2.2257128,4.5187434,1.8192539,2.3333333,0.017333333,1.8232035,2.1814546,2.1367294,39.7,0.033333333,0.033333333,-0.3,-3.4822671,11.824089,1.7700407,-9.698952,11.509307,7.4332725,7.30586,5.1873858,6.0194039,6.4046773,6.2072477,53.933333,57.2,49.833333,48.4,8.5001466,-2.7284758,1.4110176,0.16756225,-0.55714645,0.028532159,-1.0114963,1.8815972,3.6273681,0.16268038,0.90404082,-0.18585681,-1.0902232,-2.5818125,3.4596675,2.2280943,-0.036689066,1.1612305,2.9956487,7.2296545,-0.66591579,-2.2858596,-1.621936,1.6914941,-1.7356469,0.45527905,0.64209405,0.62029028,-0.3609101,1.1425528,0.64992985,4.7586839,-2.9890748,2.8330462,5.1357922,1.1547776,-27.121899,9.5477055,70.866667,0.90781075,0.35117119,0.42617962,2.5526834,2.6331293,7.1736942,-0.41,-0.47666667,-0.59333333,-0.78666667,-0.85333333,-0.54,-0.28,-0.40666667,0.14333333,0.55333333,2.5166667,0.99333333,2.0233333,3.0423192,4.9472954,3.7459534,0.93943417,4.3463993,2.0492178,2.9604276,2.1719022,-5.5240296,3.846235,-26.610911,5.9481786,-6.7024833,-8.5871125,0.24333333,-0.94333333,-13.121408,0.8
1977.00,4.8017945,4.7124201,16.541481,2.3467275,3.1721441,19.629005,14.210746,15.245275,-1.2600124,23.38853,11.902949,-6.4716216,18.518196,3.6155191,3.3164682,3.8507591,8.2769969,8.6820499,9.7765434,7.5602493,16.617913,3.6275715,18.088814,7.8296406,9.4212567,12.120327,10.202804,19.005202,56.733333,80.663833,5.0727565,5.7623687,8.048213,10.150735,4.7909261,5.7805008,3.2479098,3.4659982,4.4893484,3.3501118,4.8249054,4.7497904,-0.12397884,4.6666667,0.063,3.5080599,3.9635947,4.2343757,39.6,0.13333333,-0.26666667,-0.4,9.5491633,-22.141886,-35.110244,-43.292626,-28.467952,7.5198732,7.3537223,5.1219779,5.9839363,6.5638555,6.3468053,56.066667,59.166667,56.666667,52.666667,23.612276,-0.56199517,-0.17054236,0.79770187,1.497488,0.2230348,1.0445792,-2.9808565,-7.23627,1.7585586,-2.4191746,2.064228,2.9629713,2.3596412,0.22319285,0.3704378,0.80097862,1.4266523,-1.8530589,-0.60260376,-3.0909411,5.17941,-2.1632236,-2.4202819,3.5889291,2.2943004,2.4462986,2.403143,6.818673,0.20939561,2.4534316,-2.6142804,9.6276651,0.11008057,-2.8691665,2.2392125,22.304945,-0.28575931,78.7,1.6322458,-1.2446861,2.5411258,2.0089572,-0.34917668,4.8394149,-0.21333333,-0.043333333,0.053333333,0.19333333,0.32333333,0.16333333,-0.15,-0.10666667,0.24,0.79,2.7233333,0.68,1.7533333,2.4124103,-0.41020209,-0.86284289,-0.3470925,-4.2722551,2.2372908,-0.99812951,0.76611639,12.12697,-11.408664,14.735356,14.866452,-3.1317443,-4.8410138,0.25,-0.47666667,-2.0782095,-1.3333333
1977.25,7.7774874,2.1596791,8.9823145,-0.74453592,2.5301631,29.544166,21.705433,11.378506,14.586134,9.8125634,43.331463,10.626325,3.6574589,4.1234408,6.534933,2.3463886,11.952174,10.86576,9.2956865,5.4267971,15.328153,1.0096283,19.089757,13.148942,17.196589,11.796086,13.587349,-8.3641761,61.566667,82.788433,5.9880607,7.6454523,10.435007,17.395552,5.4564835,6.5055899,3.8099155,4.3836366,4.9680077,4.3463857,5.6300825,5.0647354,2.2257609,5,0.083333333,5.7225247,5.2284551,7.5601787,40.033333,0.13333333,-0.36666667,-0.23333333,0.22460554,-25.867472,-42.552161,-42.11304,-42.90243,7.5593858,7.4344543,5.2999826,6.1696107,6.617403,6.199156,57.8,60.966667,54.433333,53.4,4.9069352,26.797287,-0.23942497,-0.21100969,-0.35118082,-0.68661484,-0.10500426,-1.4671189,-2.1223615,-1.7608499,1.1143438,0.46186325,3.6501656,-5.0808053,-4.7154904,-0.46843335,-0.32551632,-1.0616718,-3.2608992,-7.9306417,0.91151674,0.60352895,4.058803,0.68321985,-2.2933437,-0.80766661,-1.0669846,-2.1445438,-5.1180252,-0.6606467,1.2298447,1.3993811,-2.7819131,-1.6828774,-3.4395254,-0.35790421,0.053598462,-1.8066781,75.466667,1.1837356,-4.5073831,2.2562201,0.91634551,0.9380049,5.9131512,0.49666667,0.21,0.2,0.27333333,0.05,0.016666667,-0.02,-0.11,0.23,0.85333333,2.53,0.64333333,1.6266667,-1.729869,-4.454942,-2.7422692,-0.25541709,0.6352863,2.166114,-0.99812951,-1.9247955,-1.4980003,-14.662143,1.2831268,8.765697,-10.942851,-12.858143,0.29666667,-0.63333333,-12.295545,-0.9
1977.50,7.0994882,3.7919833,5.2941377,0.66508844,5.9393356,21.382641,5.2087381,8.4006088,6.1211102,9.5382472,-1.2627159,3.0745179,-5.62713,0.73023333,2.3110266,-0.43482204,4.6124365,6.4900975,6.516925,3.3009746,6.2456655,1.9576309,14.47886,2.5643765,2.1245876,3.2736322,5.1359263,-6.7254968,56.466667,83.142433,4.9844204,4.0623586,-7.00561,6.8251288,4.0003264,5.5593811,1.5327502,5.4445139,4.8991566,5.0226999,4.94341,4.7879034,5.3891721,4.3333333,0.07,3.2495004,3.9367882,4.2568012,39.866667,0,-0.23333333,-0.5,-12.266564,9.4986258,-13.079035,32.747589,-53.85715,7.6053924,7.4463906,5.313206,6.0995713,6.7056391,6.297723,55.5,58.233333,56.166667,48.933333,4.9817379,7.4415449,-0.90775453,-0.82056124,-1.425645,0.78833408,-0.75156069,1.9893132,2.429246,1.3936753,2.000398,-3.0106775,-5.8411475,5.6378501,-6.3895262,-0.56356158,0.11093993,-0.74861335,1.5157898,3.3018816,-0.056460672,0.87843078,-2.6134431,-0.40453796,2.8502108,0.25923652,1.3432041,0.7996501,1.544318,0.42439715,2.3069463,-7.8822406,-5.6828672,-1.5877223,-3.3878973,-0.27877408,-33.305798,-4.0956745,68.266667,1.1880522,-1.9294634,2.6502906,5.1163222,2.3106843,3.7723235,0.66333333,0.65666667,0.68666667,0.58666667,0.14,-0.013333333,-0.066666667,-0.16666667,0.26,0.78333333,1.86,0.59,1.4733333,-1.5105547,-0.91216122,-1.5239376,2.2982312,4.2099123,0.7296128,-2.1998611,-2.0697048,-18.581467,-13.375049,3.7687762,6.503908,-3.9779782,-6.0121987,0.22333333,-0.32666667,-20.458386,-2.3333333
1977.75,-0.04077181,5.9649081,7.7868173,7.2368099,4.3719076,-10.997,7.2837167,13.360757,2.9783352,18.420133,-5.3046485,-13.071155,5.6076601,-1.2837298,-3.927819,0.65929503,2.613965,2.8214021,2.8345258,5.0851903,1.6167436,6.6548343,3.3588744,2.4100488,7.0431589,1.0098182,3.8415921,-4.3203313,60.133333,83.1854,4.7831958,3.1370461,-11.652481,5.9559376,3.1731503,4.0518339,1.7714153,5.2683182,4.8164481,4.7860403,5.8863355,6.2659725,4.2011926,7,0.10233333,5.2904587,5.0989603,3.8906897,39.966667,0.033333333,-0.23333333,-0.43333333,-4.7514242,-15.568153,-20.984089,-21.076896,-20.892095,7.6378771,7.4736371,5.2966493,6.157685,6.7377575,6.3273414,57.1,59,55.666667,48.266667,5.7246539,13.535166,1.2263749,-0.29176606,0.35607514,-0.70765481,-0.29328983,1.2588077,4.4092225,-0.9564394,-2.2217273,0.11069864,-0.65149438,-4.4684615,9.237684,0.66645583,-1.0908529,-0.5329363,-0.71194411,-2.4289456,0.75629897,0.76088367,-3.4261045,-0.0042348464,-0.80115067,0.053036903,-0.51230428,-0.1486246,-0.61050558,0.098066548,-1.1611017,3.8758425,-1.2127269,4.7728067,11.265897,0.0009550924,4.3005676,8.5071439,64.566667,1.7970641,0.24500042,1.8321336,-4.7074601,1.392587,12.677616,0.69333333,0.61333333,0.65666667,0.68,0.41,0.24,0.15666667,0.11333333,0.30333333,0.85,1.4866667,0.50666667,1.3466667,1.4891894,0.53099127,-0.90979844,-0.80555271,-4.1784831,-2.1306506,-0.2200762,-8.9003792,-37.404208,-30.130354,17.882726,11.776637,-17.113721,-17.099103,0.32333333,-0.70333333,-25.470599,-4.6
1978.00,1.2863842,2.2630304,-10.671741,2.4751241,5.9062153,7.4886687,3.2450616,3.8103302,-0.89307665,6.0426364,1.9827365,9.3282691,25.968709,0.65225462,1.4115831,0.10133362,-1.3060835,2.1085054,2.328241,-1.0174165,-9.9073761,2.9480366,6.5111269,-5.0143185,0.9116837,4.3159149,0.36762549,-15.080237,56.433333,82.483167,4.1213364,2.5908117,-48.295598,2.8146082,4.4949546,6.0886462,1.9320537,4.7405443,5.2065175,5.2461978,5.038229,5.6958505,4.2511279,4.3333333,0.089333333,3.8825901,3.8229579,1.8401952,39.333333,0.066666667,-0.33333333,-1.0333333,-3.6246203,-16.673231,-43.905769,-12.138439,-78.091153,7.5117069,7.4721217,4.8468083,6.0362786,6.6280414,6.2684648,56.1,57.8,59.3,50.666667,-5.5917856,12.754874,-0.065149463,0.98745186,0.97465538,0.53215564,1.6136016,0.6110704,-0.91738156,1.0841327,3.6186675,0.94991346,4.841645,-3.4306673,-7.3367572,-0.8255729,1.135422,-1.0629235,-0.57944963,-1.6493559,0.33970902,-3.5791078,4.0788927,1.6044322,3.934823,-0.15114888,-0.75435316,-0.97191006,0.49454075,-1.6649465,-0.22103527,5.8997448,2.6348968,-4.3195095,-9.0117071,-0.85238424,20.209999,3.8141881,72.6,1.3007075,0.68940728,2.7522496,-1.6020597,5.2303468,11.198474,0.24333333,0.28333333,0.27666667,0.35,0.44,0.41333333,0.34666667,0.25333333,0.29666667,0.91666667,1.6166667,0.44,1.1866667,0.60862801,-0.75983696,-0.79662053,0.89537569,5.1506233,6.0543271,0.10162098,-12.751375,-49.298269,-14.959318,24.022467,4.1631529,-20.066402,-19.945946,0.46333333,-0.59,-28.553613,-2.3666667
1978.25,15.458743,8.4454768,30.078831,4.3612064,5.3343526,26.74502,28.068462,32.452329,37.401704,30.118876,18.775698,39.657851,1.2752208,10.653093,9.4244551,11.555725,15.518995,12.398349,13.193004,9.4004192,15.949446,6.4807067,20.473165,18.895527,15.073025,7.2136774,13.158454,15.74442,61.433333,84.435267,7.9006498,10.375641,-7.00561,22.941267,4.3247509,5.7349888,2.0344879,5.9534802,6.3706452,6.5510447,6.1877874,5.7618399,3.9790372,7.3333333,0.135,5.389777,5.5125014,11.532147,40.033333,0,-0.33333333,-0.43333333,-2.4189319,-16.337277,-42.910902,-50.127665,-34.638844,7.6563372,7.5490827,5.3798974,6.1562725,6.7738429,6.3111297,59.466667,62.566667,58.533333,53.7,24.297849,28.93939,1.0049162,1.4787056,2.1670106,0.21946557,1.1174496,0.12932684,-1.9824465,3.2305696,-0.95782805,3.9902072,5.9164712,7.4460791,-2.1045601,-0.93469541,-0.15884085,0.056902227,3.4818539,6.984614,0.32760191,-4.0033503,-0.82410315,1.3375402,-1.0195047,0.39246985,0.5829107,0.76701343,2.2315038,0.037623886,0.13783395,2.0405841,2.8525046,0.49120459,0.11541406,0.7331633,5.8800963,1.0231305,80.933333,2.3900598,1.2550086,-0.72833546,7.9116985,-1.8499758,-1.0559126,0.52666667,0.083333333,0.30333333,0.47666667,0.35333333,0.31,0.22,0.27333333,0.51666667,1.31,1.8433333,0.35,1.15,1.4609073,-0.88157076,-0.0020371657,-2.0297971,-2.7201105,4.3112209,4.6714013,-3.710922,-2.5585855,-29.855688,-19.522062,5.0065091,28.409108,29.772008,-0.22666667,0.44333333,28.907929,-3.4
1978.50,3.9222104,1.7409725,-5.7862148,4.2589752,1.9483561,12.037527,11.272785,13.928856,25.492243,8.1902526,5.5217274,4.3801704,5.2042657,3.1668162,1.3685213,4.4678359,3.8073117,4.0002817,4.2573342,-1.3830019,-1.7601684,-1.199267,14.975404,3.6115826,8.9798913,-3.0474482,4.5191933,4.2553741,65,84.5943,4.7850667,4.345298,7.8969915,7.8673065,3.4236411,5.3838139,0.20474163,4.0182977,4.2114391,5.4908227,5.0953011,5.5936861,1.0768299,1,0.0006666667,2.337456,2.3009314,3.3526401,40.1,0.033333333,0.033333333,-0.56666667,21.306263,4.0074155,-34.277396,-43.482527,-24.175303,7.6105227,7.4631718,5.3783601,6.0707377,6.7129562,6.3038392,61,62.433333,60,55.866667,-5.6941561,19.294066,-0.78398026,-1.2346201,0.20666489,-0.20744341,0.44394298,0.34811014,2.2886409,-1.618656,-0.70255052,-2.5231408,-5.9004231,-5.7995454,8.6449612,3.1843063,-0.65577389,0.38971214,-3.2123633,-8.8248218,1.8508391,-5.1953969,0.044313083,0.45309067,0.09674556,-0.34466076,-0.58874602,-0.10187657,-1.1374849,0.31804681,-1.5653806,-3.344361,-3.0132462,0.19719539,1.351546,-0.63898667,6.3300176,3.3513185,85.066667,2.135512,1.136587,1.9049904,0.82879722,0.45774477,7.5281108,0.81666667,0.83666667,0.60666667,0.66,0.26,0.17,0.083333333,0.03,0.28666667,1.1333333,1.1766667,0.26333333,1.01,-3.0078509,-4.3407136,-0.014381434,1.7102119,1.9248962,-5.209338,-2.3022878,-19.149917,-53.167772,-54.094738,20.532831,5.7820291,23.206845,24.145418,-0.22,0.43,19.692683,-1.1333333
1978.75,5.2316487,3.2339742,2.9824086,4.8144602,2.0286757,8.7467459,8.360132,12.806506,16.375826,10.982318,-1.4081484,15.61042,5.5271662,3.6085901,3.4839398,3.7095617,7.1518409,6.506635,6.5041422,1.2321897,0.47472695,1.6076942,18.127183,7.829591,12.835805,5.0707189,8.338005,19.608992,61.233333,85.592,4.9309846,4.7097117,8.0616493,3.0981093,4.9356662,6.6764975,2.041673,3.8903997,5.4286654,6.0019469,4.2816788,5.1757522,0.43663543,5,0.077666667,4.139083,4.5072386,4.8222603,40.133333,0.1,-0.13333333,-0.46666667,-9.1706326,0,-9.5967456,30.726,-57.841878,7.6205417,7.4944302,5.3197526,6.1246834,6.703597,6.3332796,60.266667,60.2,64.233333,55.566667,7.2398426,16.491773,1.22958,0.52115568,-0.0092942605,0.5312651,0.21537515,0.42199221,-0.57237315,1.4440083,1.0745057,-0.036559984,-2.2369377,1.6968607,10.59914,-1.7373792,0.9908357,1.6577523,0.41009377,4.4743347,-3.2024352,17.649719,-0.70992161,-0.34855606,-3.4206963,0.41953741,0.35773909,0.40928114,1.0490057,0.0093750323,0.27228055,6.4086153,0.30969891,1.6415077,4.7161117,-0.58306409,18.199031,1.3198686,85.133333,2.010195,-1.304214,2.6882997,1.2524903,1.5913582,7.134311,1.4833333,1.2566667,1.45,1.37,0.41,0.33,0.27333333,0.28666667,0.48,1.2466667,0.25,0.20666667,0.96666667,-0.52635667,-0.99067117,0.023189171,-0.41961842,-9.2881296,-4.0748394,-4.6709419,-5.8945863,-12.446884,-4.6066556,10.854945,11.982601,-18.206607,-16.686983,0.26666667,-0.64333333,-20.26557,-6.8333333
